candidate_id,source_run_id,hardware_id,threads,cold_or_warm,wall_ms,cpu_ms,peak_rss_bytes,proof_bytes,native_verify_ms,success,artifact_path,artifact_sha256
C00/v03-baseline,v03-corpus-09,macnch33z3.local-arm64,16,WARM,514.3474169890396,,30523392,206060,2.309833,true,research/runs/v03-corpus-09.json,e9d66394d867be95d8aaf2e3b08fc733801013fdcec81510ca09c5603f4b2fd0
C00/v03-baseline,v03-corpus-10,macnch33z3.local-arm64,16,WARM,487.2614159830846,,29163520,208876,2.173,true,research/runs/v03-corpus-10.json,c80c5f6ba72f5d6977504d2c572fb027089f6b0940a1d68b077688df402dd538
C00/v03-baseline,v03-corpus-11,macnch33z3.local-arm64,16,WARM,1013.3327500079758,,29245440,208620,2.115916,true,research/runs/v03-corpus-11.json,b73e102eca803dbbedfb60ca718b42f7156fa62d99b2475120aa807436670798
C00/v03-baseline,v03-corpus-12,macnch33z3.local-arm64,16,WARM,381.1275000043679,,29818880,203116,2.1146670000000003,true,research/runs/v03-corpus-12.json,548a37f2b5e6e4835122ff446e2c0ae0b30d2b2a74bd0dd85f16615b15d7c959
C00/v03-baseline,v03-corpus-13,macnch33z3.local-arm64,16,WARM,653.4976660041139,,29884416,211884,2.3714589999999998,true,research/runs/v03-corpus-13.json,c88c0096edbc3e9bcc1dd988b734c09163936cac4707c9944940c2e8414d6d0e
C00/v03-baseline,v03-corpus-14,macnch33z3.local-arm64,16,WARM,364.11733299610205,,30179328,207404,2.103625,true,research/runs/v03-corpus-14.json,a349b99a4904889372c0eff4c52cdc718bf4bd017f44bb35588fc363b7619dc3
C00/v03-baseline,v03-corpus-15,macnch33z3.local-arm64,16,WARM,516.9437079748604,,29851648,208940,2.088875,true,research/runs/v03-corpus-15.json,640e51a0548bafa3ffa0bf4aa5bc4a18bc5141b5147f3eac4f7f3b84c92470ac
C00/v03-baseline,v03-corpus-16,macnch33z3.local-arm64,16,WARM,560.3130829986185,,29868032,211692,2.325333,true,research/runs/v03-corpus-16.json,d429ebcaae0f0e6cde3bbaa44cc448cb40dd29fae5bd682d7e01b89407b04d67
C00/v03-baseline,v03-corpus-17,macnch33z3.local-arm64,16,WARM,487.4853329965845,,29949952,203820,2.1982500000000003,true,research/runs/v03-corpus-17.json,78b9d9a23d2ac9d79dea7163690959970d1636cb086446eece76768f73eaf7bd
C00/v03-baseline,v03-corpus-18,macnch33z3.local-arm64,16,WARM,430.87029200978577,,28917760,211372,2.213375,true,research/runs/v03-corpus-18.json,8edfbb5279a317292054f2060b0506bde852a330e96b933d18d9f5799bb7f28b
C00/v03-baseline,v03-corpus-19,macnch33z3.local-arm64,16,WARM,489.01262498111464,,30228480,207148,2.165625,true,research/runs/v03-corpus-19.json,25ac8388cf676b3df984d7559715db6ff6f37a1f9a9675f9f2fdb99fb09a494a
C00/v03-baseline,v03-corpus-20,macnch33z3.local-arm64,16,WARM,471.72883298480883,,27213824,213100,2.144292,true,research/runs/v03-corpus-20.json,76c6552089598478ba37a7dbbf80ac3ad1fc360425ea866ebf7e0cf07f745fd7
C00/v03-baseline,v03-corpus-21,macnch33z3.local-arm64,16,WARM,630.5501250026282,,31408128,205356,2.3104169999999997,true,research/runs/v03-corpus-21.json,c8d408faca0b1312f431ce5480337785fb6d8830059eea5e08080f8dc68e9046
C00/v03-baseline,v03-corpus-22,macnch33z3.local-arm64,16,WARM,716.5569170028903,,29360128,206372,2.116083,true,research/runs/v03-corpus-22.json,4dd856697e041fc29e09162904b8d0b0a49622dbff95abed098dd27271c6e270
C00/v03-baseline,v03-corpus-23,macnch33z3.local-arm64,16,WARM,724.2943329911213,,28459008,206700,2.142958,true,research/runs/v03-corpus-23.json,950365b7a5739a51b43efef2b74392d138fc6dfb0bc0a023ef914ce988fedd3e
C00/v03-baseline,v03-corpus-24,macnch33z3.local-arm64,16,WARM,701.5989590145182,,28901376,210156,2.1180830000000004,true,research/runs/v03-corpus-24.json,f3a4abad964e8d5c290e248441b02633abcb7b61bc6e7be27b2d6f83cf165b0c
C00/v03-baseline,v03-corpus-25,macnch33z3.local-arm64,16,WARM,800.632583006518,,28917760,210028,2.1797079999999998,true,research/runs/v03-corpus-25.json,24069f30cb23ae61979e1aa4f79c9bdd789dbcdfd0d8479521e83e043671da90
C00/v03-baseline,v03-corpus-26,macnch33z3.local-arm64,16,WARM,366.1298750084825,,27688960,213356,2.2095000000000002,true,research/runs/v03-corpus-26.json,74963dde6ee1696d758ca17b1a79d74cfd6a02dd3ef44755bce56230cc7f8313
C00/v03-baseline,v03-corpus-27,macnch33z3.local-arm64,16,WARM,624.2321669997182,,30605312,211244,2.15275,true,research/runs/v03-corpus-27.json,4379f54de5b4cd38dec7e8a722624f5d6f33ae2935ff2c02e8e742ba50471521
C00/v03-baseline,v03-corpus-28,macnch33z3.local-arm64,16,WARM,397.7153749729041,,29409280,210988,2.169791,true,research/runs/v03-corpus-28.json,01de57380b60e1221885bbb2b6194ad6c8cf04a4350e230f1a7df70e6aef2cab
C00/v03-baseline,v03-corpus-29,macnch33z3.local-arm64,16,WARM,806.4680829993449,,30326784,210796,2.235167,true,research/runs/v03-corpus-29.json,415dd2ff830820442489a73f4b52f0ffa25853758db3bc4e9f79a73e1d2b5282
C00/v03-baseline,v03-corpus-30,macnch33z3.local-arm64,16,WARM,815.091875003418,,29622272,212524,2.187875,true,research/runs/v03-corpus-30.json,b4406f7f24d1993f042338104d28f1717b261a29421656eba2629b2144de3e6e
C00/v03-baseline,v03-fixed-01,macnch33z3.local-arm64,16,WARM,680.0621660077013,,29491200,212204,2.3137079999999997,true,research/runs/v03-fixed-01.json,1ea312cd9ef70e08e85b9503bfbe58a1435a49c86da043f05bf4d27b6e824c20
C00/v03-baseline,v03-fixed-02,macnch33z3.local-arm64,16,WARM,572.3174579907209,,29196288,208364,2.14325,true,research/runs/v03-fixed-02.json,9dbfc7e7421dd829c0174915a55b43185e00e03ee957900648937d3ab9c83d7b
C00/v03-baseline,v03-fixed-03,macnch33z3.local-arm64,16,WARM,358.7581249885261,,29474816,212268,2.188916,true,research/runs/v03-fixed-03.json,0876bcbcc3fcc076c43a4134ea50c2e105a730564c789311eb9eaa8821036bbb
C00/v03-baseline,v03-fixed-04,macnch33z3.local-arm64,16,WARM,272.52025000052527,,27492352,212012,2.149959,true,research/runs/v03-fixed-04.json,87535a14d7c663fa40cc6911dc324e8ca6cc7bd09592edf9f0dbc82bdfecb34f
C00/v03-baseline,v03-fixed-05,macnch33z3.local-arm64,16,WARM,489.9004999897443,,26771456,209772,2.156542,true,research/runs/v03-fixed-05.json,ab4596678915917c38357832e24dd5cc6d0642584768e0774b28eb7a1673736e
C00/v03-baseline,v03-fixed-06,macnch33z3.local-arm64,16,WARM,799.1530830040574,,27639808,198052,2.054208,true,research/runs/v03-fixed-06.json,26341b8a4853a0599cbd708433700aa96775c6af1cc5a3b8ac63ab88d29270c3
C00/v03-baseline,v03-fixed-07,macnch33z3.local-arm64,16,WARM,768.5762499750126,,29081600,209644,2.161,true,research/runs/v03-fixed-07.json,7c47efc86e42bbb953a1b714d6f9dded22cebd67512940fc179826494eabaf77
C00/v03-baseline,v03-fixed-08,macnch33z3.local-arm64,16,WARM,608.178249996854,,28082176,207788,2.113209,true,research/runs/v03-fixed-08.json,6b74ea09299663fb8e43c2a605983c269747aa7a86a5ddee54cc8f4e6f43d5a2
C00/v03-baseline,v03-fixed-09,macnch33z3.local-arm64,16,WARM,682.6057079888415,,31293440,207084,2.316,true,research/runs/v03-fixed-09.json,dec24f89ee71bab2adcec76a9ec03ea6dce3f94bbf3e58aca0a96b09f1160b96
C00/v03-baseline,v03-fixed-10,macnch33z3.local-arm64,16,WARM,608.1650000123773,,29360128,212332,2.2374169999999998,true,research/runs/v03-fixed-10.json,15353daf0a4563485cd2200fec41ca968510e8d2777c1e0a1e45eb03a1326e72
C00/v03-baseline,v03-fixed-11,macnch33z3.local-arm64,16,WARM,1115.2789169864263,,30572544,207532,2.268416,true,research/runs/v03-fixed-11.json,c8a34facaa20d77687ee2ab2e748cf6664c206dd97c40e46b4a3d23129b14ec1
C00/v03-baseline,v03-fixed-12,macnch33z3.local-arm64,16,WARM,628.9151660166681,,29294592,209260,2.1514580000000003,true,research/runs/v03-fixed-12.json,ffde0d1e5d8be68ae3c2af50bf9dd81c146bc3d4bc2fa16a0d78dfdb3d21086c
C00/v03-baseline,v03-fixed-13,macnch33z3.local-arm64,16,WARM,478.36979100247845,,28508160,210668,2.12025,true,research/runs/v03-fixed-13.json,427ba7db35ec18ba4d27df429f4f20601970158446f74afa30c3b3fc5f1690f6
C00/v03-baseline,v03-fixed-14,macnch33z3.local-arm64,16,WARM,397.3851249902509,,28360704,204140,2.130458,true,research/runs/v03-fixed-14.json,3c17054a32a2f30af359d5068f7a32a233d62b59cb4de79e276d1586bb5ccfac
C00/v03-baseline,v03-fixed-15,macnch33z3.local-arm64,16,WARM,654.6709170215763,,29229056,207788,2.121458,true,research/runs/v03-fixed-15.json,a6c582e990d45c179104ce5f06a303f4fcdba7db244d72abb3975b957977a399
C00/v03-baseline,v03-fixed-16,macnch33z3.local-arm64,16,WARM,794.0170830115676,,30851072,210988,2.1555,true,research/runs/v03-fixed-16.json,446c8ec9176e4a39c026ce3980898fb8dd6e37911d3c5f650619f43be648cab0
C00/v03-baseline,v03-fixed-17,macnch33z3.local-arm64,16,WARM,491.80920800426975,,29900800,207084,2.2039590000000002,true,research/runs/v03-fixed-17.json,c8aa8fdedd27cfd5bee51e60a6b770050b354cb920a467a5a8d247dc339c4c12
C00/v03-baseline,v03-fixed-18,macnch33z3.local-arm64,16,WARM,581.7908750032075,,29999104,211692,2.177292,true,research/runs/v03-fixed-18.json,81f0619a0715f8ff5d023aeb01b573e9cc0ff88af2a1108fb1d8cfbfcef2678d
C00/v03-baseline,v03-fixed-19,macnch33z3.local-arm64,16,WARM,496.1828750092536,,28639232,201836,2.115709,true,research/runs/v03-fixed-19.json,4e499046a5bc835d6cb1e1ea10063b1a44e32a17c9e715c38df28f8c95bb81ea
C00/v03-baseline,v03-fixed-20,macnch33z3.local-arm64,16,WARM,687.9920829960611,,31653888,201196,2.532458,true,research/runs/v03-fixed-20.json,615681087057045e9919adf727af3f50ba9271be8b19e26571238484f0781962
C00/v03-baseline,v03-fixed-21,macnch33z3.local-arm64,16,WARM,718.2954160089139,,28508160,213740,2.356917,true,research/runs/v03-fixed-21.json,bf6f4be9f795cbaac0d0a73de4093b185c273fbc77cc01ded35517630794d7d9
C00/v03-baseline,v03-fixed-22,macnch33z3.local-arm64,16,WARM,743.8496249960735,,28459008,209452,2.1244169999999998,true,research/runs/v03-fixed-22.json,8abd6d41b199f0339b8d1027ed03dde18fe15d18e21ad938c3b86c4181836930
C00/v03-baseline,v03-fixed-23,macnch33z3.local-arm64,16,WARM,763.9330000092741,,28983296,207020,2.1112499999999996,true,research/runs/v03-fixed-23.json,a9eb1e560b931efb8c24b36cbaea5e8d0f57fa6f202fa52dfa913377d31b9441
C00/v03-baseline,v03-fixed-24,macnch33z3.local-arm64,16,WARM,783.8042920047883,,29884416,202924,2.154625,true,research/runs/v03-fixed-24.json,50b3027d9d5172c8e2ba36501c50ac5a5c5b8533585667bb99c0cbec5f970cf1
C00/v03-baseline,v03-fixed-25,macnch33z3.local-arm64,16,WARM,468.240957998205,,29523968,207972,2.162,true,research/runs/v03-fixed-25.json,9ac7567410fa760e1c768fd395327dcce8afdeee4e3bb93e89864f708380d697
C00/v03-baseline,v03-fixed-26,macnch33z3.local-arm64,16,WARM,369.18120802147314,,29425664,210796,2.1888340000000004,true,research/runs/v03-fixed-26.json,5ac17e51daaed77f9fff05a8f423feff335d3814cc459bffa161b0448eec575e
C00/v03-baseline,v03-fixed-27,macnch33z3.local-arm64,16,WARM,485.9876249975059,,30130176,204524,2.117916,true,research/runs/v03-fixed-27.json,017b6d59485b5972cdf0d2bc0d65827ca7cb1124dccb3cab8049749c3625111d
C00/v03-baseline,v03-fixed-28,macnch33z3.local-arm64,16,WARM,1066.4500839775428,,29491200,212588,2.251333,true,research/runs/v03-fixed-28.json,72a15d00f291050b131c247b835fc9dc14f81473be542121e82c06a8e95ce547
C00/v03-baseline,v03-fixed-29,macnch33z3.local-arm64,16,WARM,382.58362500346266,,30392320,206444,2.1002080000000003,true,research/runs/v03-fixed-29.json,20df01ce1795273ab98dc226ba68eafb6bd75418f7883bf16b7cb0d282734755
C00/v03-baseline,v03-fixed-30,macnch33z3.local-arm64,16,WARM,348.4505829983391,,29655040,206828,2.181292,true,research/runs/v03-fixed-30.json,2b043b6bad7b938309215eeec4218649721ba30bf05b6ea9f7509c1f579ad41a
