classification,price_provenance,network,payload_family,payload_kib,scenario_id,l1_base_fee_wei,l1_blob_base_fee_wei,l2_base_fee_wei,op_l1_base_fee_scalar,op_l1_blob_fee_scalar,op_da_footprint_gas_scalar,arbitrum_price_per_unit_wei,scroll_exec_scalar,scroll_blob_scalar,estimator_status,fastlz_size_bytes,op_estimated_size_scaled,op_da_footprint_gas,execution_fee_wei,l1_data_fee_wei,operator_fee_wei,total_fee_wei
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,2968211048255131,0,3140144048255131
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,2968211064951319,0,3140144064951319
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,29682110464185513,0,29854043464185513
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,29682110465855131,0,29854043465855131
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,29682110482551319,0,29854043482551319
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,89046331392185513,0,89218264392185513
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,89046331393855131,0,89218264393855131
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,89046331410551319,0,89218264410551319
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,296821104640185513,0,296993037640185513
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,296821104641855131,0,296993037641855131
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,seeded-incompressible,210,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,221824,185513190400,74205200,171933000000000,296821104658551319,0,296993037658551319
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,5421734400338,0,71377734400338
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,5421734403388,0,71377734403388
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,5421734433885,0,71377734433885
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,54217344000338,0,120173344000338
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,54217344003388,0,120173344003388
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,54217344033885,0,120173344033885
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,162652032000338,0,228608032000338
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,162652032003388,0,228608032003388
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,162652032033885,0,228608032033885
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,542173440000338,0,608129440000338
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,542173440003388,0,608129440003388
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,80,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,456,338858400,135200,65956000000000,542173440033885,0,608129440033885
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,5957094400372,0,80105094400372
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,5957094403723,0,80105094403723
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,5957094437231,0,80105094437231
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,59570944000372,0,133718944000372
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,59570944003723,0,133718944003723
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,59570944037231,0,133718944037231
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,178712832000372,0,252860832000372
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,178712832003723,0,252860832003723
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,178712832037231,0,252860832037231
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,595709440000372,0,669857440000372
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,595709440003723,0,669857440003723
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,90,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,496,372318400,148800,74148000000000,595709440037231,0,669857440037231
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,7027814400439,0,97559814400439
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,7027814404392,0,97559814404392
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,7027814443923,0,97559814443923
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,70278144000439,0,160810144000439
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,70278144004392,0,160810144004392
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,70278144043923,0,160810144043923
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,210834432000439,0,301366432000439
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,210834432004392,0,301366432004392
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,210834432043923,0,301366432043923
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,702781440000439,0,793313440000439
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,702781440004392,0,793313440004392
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,110,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,576,439238400,175600,90532000000000,702781440043923,0,793313440043923
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,7349030400459,0,102796230400459
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,7349030404593,0,102796230404593
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,7349030445931,0,102796230445931
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,73490304000459,0,168937504000459
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,73490304004593,0,168937504004593
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,73490304045931,0,168937504045931
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,220470912000459,0,315918112000459
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,220470912004593,0,315918112004593
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,220470912045931,0,315918112045931
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,734903040000459,0,830350240000459
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,734903040004593,0,830350240004593
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,116,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,600,459314400,183600,95447200000000,734903040045931,0,830350240045931
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,7563174400472,0,106287174400472
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,7563174404726,0,106287174404726
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,7563174447269,0,106287174447269
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,75631744000472,0,174355744000472
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,75631744004726,0,174355744004726
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,75631744047269,0,174355744047269
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,226895232000472,0,325619232000472
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,226895232004726,0,325619232004726
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,226895232047269,0,325619232047269
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,756317440000472,0,855041440000472
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,756317440004726,0,855041440004726
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,120,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,616,472698400,188800,98724000000000,756317440047269,0,855041440047269
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,7991462400499,0,113269062400499
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,7991462404994,0,113269062404994
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,7991462449946,0,113269062449946
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,79914624000499,0,185192224000499
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,79914624004994,0,185192224004994
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,79914624049946,0,185192224049946
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,239743872000499,0,345021472000499
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,239743872004994,0,345021472004994
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,239743872049946,0,345021472049946
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,799146240000499,0,904423840000499
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,799146240004994,0,904423840004994
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,128,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,648,499466400,199600,105277600000000,799146240049946,0,904423840049946
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,9717998400607,0,141209998400607
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,9717998406073,0,141209998406073
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,9717998460737,0,141209998460737
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,97179984000607,0,228671984000607
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,97179984006073,0,228671984006073
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,97179984060737,0,228671984060737
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,291539952000607,0,423031952000607
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,op-mainnet,repeated,160,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,EVALUATED_PINNED_FASTLZ,777,607374900,242800,131492000000000,291539952006073,0,423031952006073
