hardware_profile,run_id,kind,case_id,network,implementation,abi_calldata_bytes,calldata_zero_bytes,calldata_nonzero_bytes,eip7623_floor_gas,source_measured_total_gas,ordinary_sequencer_size_limit_bytes,size_feasibility,tx_gas_limit_model,gas_limit_feasibility,combined_ordinary_admission_projection,pqtc_l2_receipt_evidence
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-10,semantic-corpus,swc-v1-009,arbitrum-one,evm-b,209544,1342,207534,8335780,14008555,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-10,semantic-corpus,swc-v1-009,scroll-mainnet,evm-a,209544,1342,207534,8335780,16749043,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-10,semantic-corpus,swc-v1-009,scroll-mainnet,evm-b,209544,1342,207534,8335780,14008555,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-11,semantic-corpus,swc-v1-010,op-mainnet,evm-a,209288,1300,207320,8326800,16678057,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-11,semantic-corpus,swc-v1-010,op-mainnet,evm-b,209288,1300,207320,8326800,13842445,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-11,semantic-corpus,swc-v1-010,arbitrum-one,evm-a,209288,1300,207320,8326800,16678057,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-11,semantic-corpus,swc-v1-010,arbitrum-one,evm-b,209288,1300,207320,8326800,13842445,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-11,semantic-corpus,swc-v1-010,scroll-mainnet,evm-a,209288,1300,207320,8326800,16678057,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-11,semantic-corpus,swc-v1-010,scroll-mainnet,evm-b,209288,1300,207320,8326800,13842445,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-12,semantic-corpus,swc-v1-011,op-mainnet,evm-a,203784,1306,201810,8106460,16372148,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-12,semantic-corpus,swc-v1-011,op-mainnet,evm-b,203784,1306,201810,8106460,13872429,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-12,semantic-corpus,swc-v1-011,arbitrum-one,evm-a,203784,1306,201810,8106460,16372148,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-12,semantic-corpus,swc-v1-011,arbitrum-one,evm-b,203784,1306,201810,8106460,13872429,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-12,semantic-corpus,swc-v1-011,scroll-mainnet,evm-a,203784,1306,201810,8106460,16372148,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-12,semantic-corpus,swc-v1-011,scroll-mainnet,evm-b,203784,1306,201810,8106460,13872429,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-13,semantic-corpus,swc-v1-012,op-mainnet,evm-a,212552,1351,210533,8455830,16778163,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-13,semantic-corpus,swc-v1-012,op-mainnet,evm-b,212552,1351,210533,8455830,14020508,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-13,semantic-corpus,swc-v1-012,arbitrum-one,evm-a,212552,1351,210533,8455830,16778163,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-13,semantic-corpus,swc-v1-012,arbitrum-one,evm-b,212552,1351,210533,8455830,14020508,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-13,semantic-corpus,swc-v1-012,scroll-mainnet,evm-a,212552,1351,210533,8455830,16778163,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-13,semantic-corpus,swc-v1-012,scroll-mainnet,evm-b,212552,1351,210533,8455830,14020508,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-14,semantic-corpus,swc-v1-013,op-mainnet,evm-a,208072,1360,206044,8276360,16689141,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-14,semantic-corpus,swc-v1-013,op-mainnet,evm-b,208072,1360,206044,8276360,13837255,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-14,semantic-corpus,swc-v1-013,arbitrum-one,evm-a,208072,1360,206044,8276360,16689141,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-14,semantic-corpus,swc-v1-013,arbitrum-one,evm-b,208072,1360,206044,8276360,13837255,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-14,semantic-corpus,swc-v1-013,scroll-mainnet,evm-a,208072,1360,206044,8276360,16689141,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-14,semantic-corpus,swc-v1-013,scroll-mainnet,evm-b,208072,1360,206044,8276360,13837255,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-15,semantic-corpus,swc-v1-014,op-mainnet,evm-a,209608,1340,207600,8338400,16755832,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-15,semantic-corpus,swc-v1-014,op-mainnet,evm-b,209608,1340,207600,8338400,13832168,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-15,semantic-corpus,swc-v1-014,arbitrum-one,evm-a,209608,1340,207600,8338400,16755832,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-15,semantic-corpus,swc-v1-014,arbitrum-one,evm-b,209608,1340,207600,8338400,13832168,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-15,semantic-corpus,swc-v1-014,scroll-mainnet,evm-a,209608,1340,207600,8338400,16755832,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-15,semantic-corpus,swc-v1-014,scroll-mainnet,evm-b,209608,1340,207600,8338400,13832168,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-16,semantic-corpus,swc-v1-015,op-mainnet,evm-a,212360,1405,210287,8446530,16604644,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-16,semantic-corpus,swc-v1-015,op-mainnet,evm-b,212360,1405,210287,8446530,14080349,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-16,semantic-corpus,swc-v1-015,arbitrum-one,evm-a,212360,1405,210287,8446530,16604644,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-16,semantic-corpus,swc-v1-015,arbitrum-one,evm-b,212360,1405,210287,8446530,14080349,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-16,semantic-corpus,swc-v1-015,scroll-mainnet,evm-a,212360,1405,210287,8446530,16604644,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-16,semantic-corpus,swc-v1-015,scroll-mainnet,evm-b,212360,1405,210287,8446530,14080349,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-17,semantic-corpus,swc-v1-016,op-mainnet,evm-a,204488,1310,202510,8134500,16420817,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-17,semantic-corpus,swc-v1-016,op-mainnet,evm-b,204488,1310,202510,8134500,13901687,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-17,semantic-corpus,swc-v1-016,arbitrum-one,evm-a,204488,1310,202510,8134500,16420817,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-17,semantic-corpus,swc-v1-016,arbitrum-one,evm-b,204488,1310,202510,8134500,13901687,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-17,semantic-corpus,swc-v1-016,scroll-mainnet,evm-a,204488,1310,202510,8134500,16420817,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-17,semantic-corpus,swc-v1-016,scroll-mainnet,evm-b,204488,1310,202510,8134500,13901687,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-18,semantic-corpus,swc-v1-017,op-mainnet,evm-a,212040,1361,210011,8435050,16700031,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-18,semantic-corpus,swc-v1-017,op-mainnet,evm-b,212040,1361,210011,8435050,13922529,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-18,semantic-corpus,swc-v1-017,arbitrum-one,evm-a,212040,1361,210011,8435050,16700031,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-18,semantic-corpus,swc-v1-017,arbitrum-one,evm-b,212040,1361,210011,8435050,13922529,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-18,semantic-corpus,swc-v1-017,scroll-mainnet,evm-a,212040,1361,210011,8435050,16700031,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-18,semantic-corpus,swc-v1-017,scroll-mainnet,evm-b,212040,1361,210011,8435050,13922529,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-19,semantic-corpus,swc-v1-018,op-mainnet,evm-a,207816,1344,205804,8266600,16581150,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-19,semantic-corpus,swc-v1-018,op-mainnet,evm-b,207816,1344,205804,8266600,13866359,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-19,semantic-corpus,swc-v1-018,arbitrum-one,evm-a,207816,1344,205804,8266600,16581150,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-19,semantic-corpus,swc-v1-018,arbitrum-one,evm-b,207816,1344,205804,8266600,13866359,95000,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,32000000,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-19,semantic-corpus,swc-v1-018,scroll-mainnet,evm-a,207816,1344,205804,8266600,16581150,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-19,semantic-corpus,swc-v1-018,scroll-mainnet,evm-b,207816,1344,205804,8266600,13866359,116736,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,10000000,PROJECTED_INFEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-20,semantic-corpus,swc-v1-019,op-mainnet,evm-a,213768,1408,211692,8502760,16737641,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
H1_LOCAL_APPLE_M4_MAX_MEASURED_SOURCE,v03-corpus-20,semantic-corpus,swc-v1-019,op-mainnet,evm-b,213768,1408,211692,8502760,14120750,131072,REJECTED_SOURCE_PROVEN_CALLDATA_ALONE_EXCEEDS_SIGNED_TX_LIMIT,16777216,PROJECTED_FEASIBLE_FROM_SOURCE_TOTAL,PROJECTED_REJECTED_SIZE,NOT_EVALUATED_NO_SELECTED_L2_VERIFIER_RECEIPT
